timestamp,cpu,ram,disco,qtd_processos,mac,modelo,idEmpresa
2025-10-30_13-51-14,7.7,77.9,47.4,267,245205694268435,Modelo XPTO,1
2025-10-30_13-51-14,7.7,77.9,47.4,267,245205694268435,Modelo XPTO,1
2025-10-30_13-51-32,6.9,78.3,47.4,269,245205694268435,Modelo XPTO,1
2025-10-30_13-51-14,7.7,77.9,47.4,267,245205694268435,Modelo XPTO,1
2025-10-30_13-51-32,6.9,78.3,47.4,269,245205694268435,Modelo XPTO,1
2025-10-30_13-51-48,5.1,77.5,47.4,268,245205694268435,Modelo XPTO,1
2025-10-30_13-51-14,7.7,77.9,47.4,267,245205694268435,Modelo XPTO,1
2025-10-30_13-51-32,6.9,78.3,47.4,269,245205694268435,Modelo XPTO,1
2025-10-30_13-51-48,5.1,77.5,47.4,268,245205694268435,Modelo XPTO,1
2025-10-30_13-52-05,5.4,78.0,47.4,267,245205694268435,Modelo XPTO,1
2025-10-30_13-51-14,7.7,77.9,47.4,267,245205694268435,Modelo XPTO,1
2025-10-30_13-51-32,6.9,78.3,47.4,269,245205694268435,Modelo XPTO,1
2025-10-30_13-51-48,5.1,77.5,47.4,268,245205694268435,Modelo XPTO,1
